ticker,headline,published_at,link
AAPL,Corporate America got billions of dollars in tariff refunds. Where’s your cut?,"Wed, 05 Aug 2026 09:00:25 +0000",https://www.cnn.com/2026/08/05/economy/companies-got-tariff-refunds-wheres-your-cut?.tsrc=rss
AAPL,Tim Cook's Last Quarter as CEO Was Apple's Best June Quarter Ever. The Stock Fell Anyway.,"Wed, 05 Aug 2026 08:47:00 +0000",https://www.fool.com/investing/2026/08/05/tim-cooks-last-quarter-as-ceo-was-apples-best-june/?.tsrc=rss
MSFT,Asian Stocks Set for Declines as AI Rally Cools: Markets Wrap,"Wed, 05 Aug 2026 22:06:50 +0000",https://finance.yahoo.com/markets/stocks/articles/asian-stocks-set-declines-ai-220650572.html?.tsrc=rss
MSFT,SNDK Stock Dips After-Hours As Sandisk's Q1 FY27 Outlook Misses Expectations Despite Memory-Driven Q4 Profit,"Wed, 05 Aug 2026 21:47:39 +0000",https://stocktwits.com/news-articles/markets/equity/sandisk-s-q1-fy-27-outlook-misses-expectations-despite-memory-driven-q4-profit/cZoIPQNRJej?.tsrc=rss
MSFT,The Toughest Questions AMZN Faced On Its Latest Call,"Wed, 05 Aug 2026 21:11:20 +0000",https://www.trefis.com/articles/610202/the-toughest-questions-amzn-faced-on-its-latest-call-2/2026-08-05?.tsrc=rss
MSFT,Can CRM Stock Compound Its Way Higher?,"Wed, 05 Aug 2026 20:59:50 +0000",https://www.trefis.com/articles/610187/can-crm-stock-compound-its-way-higher/2026-08-05?.tsrc=rss
MSFT,"Sandisk Earnings Soar, but the Stock Is Still Dropping","Wed, 05 Aug 2026 20:48:00 +0000",https://finance.yahoo.com/m/1b53b2c0-2a97-33a2-9ad0-71d1341b42cf/sandisk-earnings-soar%2C-but.html?.tsrc=rss
MSFT,ADBE Stock: Where Compounding Could Take The Price,"Wed, 05 Aug 2026 20:46:18 +0000",https://www.trefis.com/articles/610183/adbe-stock-where-compounding-could-take-the-price-2/2026-08-05?.tsrc=rss
MSFT,"Why this CIO sees the S&P 500 climbing above $8,000 by year-end","Wed, 05 Aug 2026 20:37:00 +0000",https://finance.yahoo.com/video/why-cio-sees-p-500-203700974.html?.tsrc=rss
MSFT,The Calm Surface of Alphabet Stock Hides a Turbulent Forecast,"Wed, 05 Aug 2026 20:33:16 +0000",https://www.trefis.com/articles/610171/the-calm-surface-of-alphabet-stock-hides-a-turbulent-forecast/2026-08-05?.tsrc=rss
MSFT,"Lumen Extends Multi-Cloud Strategy with Amdocs, Modernizing Enterprise Service Orchestration","Wed, 05 Aug 2026 20:25:00 +0000",https://finance.yahoo.com/technology/ai/articles/lumen-extends-multi-cloud-strategy-202500218.html?.tsrc=rss
MSFT,"Here's Why Oracle's Stock Continues to Lag its Peers Like Amazon, Microsoft, and Alphabet","Wed, 05 Aug 2026 20:21:18 +0000",https://www.fool.com/investing/2026/08/05/heres-why-oracles-stock-continues-to-lag-its-peers/?.tsrc=rss
MSFT,Microsoft Copilot EVP on AI growth and adoption,"Wed, 05 Aug 2026 20:13:00 +0000",https://finance.yahoo.com/video/microsoft-copilot-evp-ai-growth-201300563.html?.tsrc=rss
MSFT,Microsoft (MSFT) Deepens AI Partnerships As $500 Billion Chip Funding Wave Builds,"Wed, 05 Aug 2026 20:10:17 +0000",https://finance.yahoo.com/technology/ai/articles/microsoft-msft-deepens-ai-partnerships-201017897.html?.tsrc=rss
MSFT,"A1 Austria Completes Billing, Charging and Catalog Transformation with Amdocs","Wed, 05 Aug 2026 20:05:00 +0000",https://finance.yahoo.com/technology/articles/a1-austria-completes-billing-charging-200500901.html?.tsrc=rss
MSFT,"Dow Weathers Mag 7 Slide, Cruises to Third-Straight Record High","Wed, 05 Aug 2026 20:02:00 +0000",https://finance.yahoo.com/m/2f6666af-c943-3b12-8ac1-ecb1e8b5df9d/dow-weathers-mag-7-slide%2C.html?.tsrc=rss
MSFT,Price hikes on consumer electronics could be here to stay. Here's why.,"Wed, 05 Aug 2026 19:56:01 +0000",https://finance.yahoo.com/video/price-hikes-consumer-electronics-could-195601126.html?.tsrc=rss
MSFT,Sector Update: Tech Stocks Mixed Late Afternoon,"Wed, 05 Aug 2026 19:44:59 +0000",https://finance.yahoo.com/markets/stocks/articles/sector-tech-stocks-mixed-afternoon-194459078.html?.tsrc=rss
MSFT,The companies emerging as new leaders in this renewed AI rally,"Wed, 05 Aug 2026 19:15:36 +0000",https://finance.yahoo.com/video/companies-emerging-leaders-renewed-ai-191536658.html?.tsrc=rss
MSFT,Shopify Earnings Flip the Script on AI Fears,"Wed, 05 Aug 2026 18:49:00 +0000",https://finance.yahoo.com/m/d40604ed-b739-33dc-93ea-b300664d224b/shopify-earnings-flip-the.html?.tsrc=rss
MSFT,Alphabet Is Still Up 16% in 2026. What Will It Take to Get GOOGL Stock Above $400?,"Wed, 05 Aug 2026 18:30:05 +0000",https://247wallst.com/investing/2026/08/05/alphabet-is-still-up-16-in-2026-what-will-it-take-to-get-googl-stock-above-400/?.tsrc=rss
MSFT,ServiceNow Drops 23% Year to Date: Time to Hold the Stock or Fold?,"Wed, 05 Aug 2026 18:20:00 +0000",https://finance.yahoo.com/markets/stocks/articles/servicenow-drops-23-date-time-182000639.html?.tsrc=rss
NVDA,"Disney Reaffirms Double-Digit Earnings Growth, Targets $9 Billion in Buybacks. Here’s What Investors Need to Know.","Wed, 05 Aug 2026 23:50:30 +0000",https://www.fool.com/investing/2026/08/05/disney-reaffirms-double-digit-earnings-growth-targets-9-billion-in-buybacks-heres-what-investors-need-to-know/?.tsrc=rss
NVDA,"Dow Jones Futures: Nvidia Lifts Dow, But Google, SpaceX Skid; Sandisk, Western Digital Lead Earnings Losers Late","Wed, 05 Aug 2026 23:49:44 +0000",https://finance.yahoo.com/m/23f39a0c-7e02-33c1-8c52-010f887f1807/dow-jones-futures%3A-nvidia.html?.tsrc=rss
NVDA,Why Rivian Is Poised to Soar. Hint: It's Not All R2 Hype.,"Wed, 05 Aug 2026 23:25:00 +0000",https://www.fool.com/investing/2026/08/05/why-rivian-is-poised-to-soar-hint-its-not-all-r2-h/?.tsrc=rss
NVDA,Amazon and Alphabet Just Crushed Expectations. Which Is the Better Buy Now?,"Wed, 05 Aug 2026 23:20:00 +0000",https://www.fool.com/investing/2026/08/05/amazon-and-alphabet-just-crushed-expectations-whic/?.tsrc=rss
NVDA,Shopify Inc. Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:53:33 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-shopify-inc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Why Eli Lilly Stock Climbed Today,"Wed, 05 Aug 2026 22:53:30 +0000",https://www.fool.com/investing/2026/08/05/why-eli-lilly-stock-is-up-today/?.tsrc=rss
NVDA,Primo Brands Corporation Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:50:35 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-primo-brands-corporation-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Palmer Square Capital BDC Inc. Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:49:54 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-palmer-square-capital-bdc-inc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Perrigo Company plc Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:45:18 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-perrigo-company-plc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Insulet Corporation Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:42:34 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-insulet-corporation-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Should You Forget Tesla Stock Near a 52-Week Low?,"Wed, 05 Aug 2026 22:35:00 +0000",https://www.fool.com/investing/2026/08/05/should-you-forget-tesla-stock-near-a-52-week-low/?.tsrc=rss
NVDA,Owens Corning Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:32:07 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-owens-corning-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,"NNN REIT, Inc. Q2 2026 Earnings Call Summary","Wed, 05 Aug 2026 22:26:54 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-nnn-reit-inc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,"Recursion Pharmaceuticals, Inc. Q2 2026 Earnings Call Summary","Wed, 05 Aug 2026 22:26:51 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-recursion-pharmaceuticals-inc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,"AI Trailblazers Nvidia, Palantir, Alphabet, and Meta Are Shaking Wall Street to Its Core With This $3.4 Billion Warning","Wed, 05 Aug 2026 22:26:00 +0000",https://www.fool.com/investing/2026/08/05/nvda-pltr-googl-meta-shake-wall-street-34-billion/?.tsrc=rss
NVDA,2 Energy Dividend Stocks to Buy in August for Steady Income,"Wed, 05 Aug 2026 22:25:00 +0000",https://www.fool.com/investing/2026/08/05/2-energy-dividend-stocks-to-buy-in-august-for-stea/?.tsrc=rss
NVDA,Natural Resource Partners L.P. Q2 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:23:27 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-natural-resource-partners-lp-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Griffon Corporation Q3 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:21:00 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-griffon-corporation-q3-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Kennametal Inc. Q4 2026 Earnings Call Summary,"Wed, 05 Aug 2026 22:20:47 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-kennametal-inc-q4-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
NVDA,Here's Why Shares in GXO Logistics Crashed Today,"Wed, 05 Aug 2026 22:16:47 +0000",https://www.fool.com/investing/2026/08/05/heres-why-shares-in-gxo-logistics-crashed-today/?.tsrc=rss
TSLA,Polymarket Gives 18% Odds to a Tesla-SpaceX Merger Announcement in 2026,"Wed, 05 Aug 2026 22:50:26 +0000",https://beincrypto.com/polymarket-odds-tesla-spacex-merger-2026/?.tsrc=rss
TSLA,Should You Forget Tesla Stock Near a 52-Week Low?,"Wed, 05 Aug 2026 22:35:00 +0000",https://www.fool.com/investing/2026/08/05/should-you-forget-tesla-stock-near-a-52-week-low/?.tsrc=rss
TSLA,Musk Says These Tesla Products Will 'Dramatically' Increase Starlink Demand,"Wed, 05 Aug 2026 20:01:48 +0000",https://finance.yahoo.com/m/df940dcf-98f5-31f4-9cc7-af3aff5316eb/musk-says-these-tesla.html?.tsrc=rss
TSLA,"Texas Cybertruck supplier files bankruptcy, delaying Tesla's recovery of needed equipment","Wed, 05 Aug 2026 19:02:03 +0000",https://www.statesman.com/business/article/tesla-cybertruck-tooling-angstrom-bankruptcy-texas-22375372.php?.tsrc=rss
TSLA,"Jim Cramer: SpaceX Could Reach $1 Trillion in Revenue by 2030, but “Short Term, Forget About It”","Wed, 05 Aug 2026 22:09:58 +0000",https://247wallst.com/investing/2026/08/05/jim-cramer-spacex-could-reach-1-trillion-in-revenue-by-2030-but-short-term-forget-about-it/?.tsrc=rss
TSLA,"EVgo, Inc. Q2 2026 Earnings Call Summary","Wed, 05 Aug 2026 21:55:32 +0000",https://app.moby.co/home/research/tools/earningsCalendar/earnings-evgo-inc-q2-2026-earnings-call-summary?utm_source=yahoo_finance&utm_medium=rss&.tsrc=rss
TSLA,Rivian Could Be a Surprise Robotaxi Winner After Scoring a $1.25 Billion Partnership With Uber,"Wed, 05 Aug 2026 21:20:00 +0000",https://www.fool.com/investing/2026/08/05/rivian-could-be-a-surprise-robotaxi-winner-after-s/?.tsrc=rss
TSLA,SpaceX’s $1T Goal and 3 More Shockers From Musk on the Earnings Call,"Wed, 05 Aug 2026 20:26:00 +0000",https://finance.yahoo.com/m/954539eb-42ed-35a5-bc45-3f6a2bec5755/spacex%E2%80%99s-%241t-goal-and-3-more.html?.tsrc=rss
TSLA,"Tesla and SpaceX Are Secretly Merging—Not on Paper, But in AI Power","Wed, 05 Aug 2026 20:22:00 +0000",https://finance.yahoo.com/m/20957c65-e63c-3157-8235-aaae2d84be5b/tesla-and-spacex-are-secretly.html?.tsrc=rss
TSLA,SpaceX And Tesla Earnings Have A Similar Theme: Capex Spending,"Wed, 05 Aug 2026 20:02:41 +0000",https://finance.yahoo.com/m/ff3acb5d-4218-381a-83b4-7347e2599bff/spacex-and-tesla-earnings.html?.tsrc=rss
TSLA,Elon Musk Thinks the SpaceX Crash is an ‘Insane Opportunity’—Should You Trust Him?,"Wed, 05 Aug 2026 18:58:13 +0000",https://247wallst.com/investing/2026/08/05/elon-musk-thinks-the-spacex-crash-is-an-insane-opportunity-should-you-trust-him/?.tsrc=rss
TSLA,Uber’s Ride-Sharing Business Is Booming. Why the Stock Market Couldn’t Care Less.,"Wed, 05 Aug 2026 18:53:00 +0000",https://finance.yahoo.com/m/7fc8ede6-deb9-35cb-aeca-b413a5460f15/uber%E2%80%99s-ride-sharing-business.html?.tsrc=rss
TSLA,Elon Musk Predicts ‘Money Won’t Matter in 2036.’ Is This His Worst Prediction Yet or Prophetic?,"Wed, 05 Aug 2026 19:21:56 +0000",https://247wallst.com/investing/2026/08/05/elon-musk-predicts-money-wont-matter-in-2036-is-this-his-worst-prediction-yet-or-prophetic/?.tsrc=rss
TSLA,Question of the Day: Is Lucid in the Early Stages of Failure?,"Wed, 05 Aug 2026 21:51:00 +0000",https://www.thetruthaboutcars.com/cars/news-blog/question-of-the-day-is-lucid-in-the-early-stages-of-failure-45135991?utm_medium=auto&amp;utm_source=rss&amp;utm_campaign=all_full&.tsrc=rss
JPM,Nike stock could suffer because of JPMorgan verdict,"Wed, 05 Aug 2026 23:17:00 +0000",https://www.thestreet.com/investing/stocks/jpmorgan-nike-nke-stock-downgrade-underweight?.tsrc=rss
JPM,Asian Stocks Set for Declines as AI Rally Cools: Markets Wrap,"Wed, 05 Aug 2026 22:06:50 +0000",https://finance.yahoo.com/markets/stocks/articles/asian-stocks-set-declines-ai-220650572.html?.tsrc=rss
JPM,Sector Update: Financial Stocks Advance Late Afternoon,"Wed, 05 Aug 2026 19:52:38 +0000",https://finance.yahoo.com/markets/stocks/articles/sector-financial-stocks-advance-afternoon-195238828.html?.tsrc=rss
JPM,Sector Update: Financial Stocks Rise in Afternoon Trading,"Wed, 05 Aug 2026 18:01:05 +0000",https://finance.yahoo.com/markets/stocks/articles/sector-financial-stocks-rise-afternoon-180105908.html?.tsrc=rss
JPM,Nike Stock Falls 3.6% After JPMorgan Warns of $1 Billion Hit,"Wed, 05 Aug 2026 15:08:00 +0000",https://finance.yahoo.com/markets/stocks/articles/nike-stock-falls-3-6-150800037.html?.tsrc=rss
JPM,Gold Fields (JSE:GFI) Stock Fair Value Falls After Analysts Cut Targets,"Wed, 05 Aug 2026 14:10:23 +0000",https://finance.yahoo.com/markets/stocks/articles/gold-fields-jse-gfi-stock-141023611.html?.tsrc=rss
JPM,Euroapi (ENXTPA:EAPI) Stock Sees Fair Value Cut As JPMorgan Rebased Expectations,"Wed, 05 Aug 2026 13:10:41 +0000",https://finance.yahoo.com/markets/stocks/articles/euroapi-enxtpa-eapi-stock-sees-131041036.html?.tsrc=rss
JPM,Swift Announces Step Forward in International Money Transfers for Consumers in the US with Bank of America and J.P. Morgan Among First to Go Live,"Wed, 05 Aug 2026 12:00:00 +0000",https://finance.yahoo.com/markets/currencies/articles/swift-announces-step-forward-international-120000163.html?.tsrc=rss
JPM,Carvana to Present at Upcoming J.P. Morgan Automotive Conference,"Wed, 05 Aug 2026 12:00:00 +0000",https://finance.yahoo.com/markets/stocks/articles/carvana-present-upcoming-j-p-120000491.html?.tsrc=rss
JPM,"Jamie Dimon Reportedly Wants Banks, Tech Giants, Utilities, And Other Sectors To Team Up Against AI Risks As Trump Finalizes Frontier AI Guidelines","Wed, 05 Aug 2026 11:40:19 +0000",https://stocktwits.com/news-articles/markets/equity/jamie-dimon-banks-tech-utilities-team-up-against-ai-risks-trump-guidelines/cZo4o32RJIi?.tsrc=rss
JPM,Should JPMorgan Diversified Return U.S. Equity ETF (JPUS) Be on Your Investing Radar?,"Wed, 05 Aug 2026 10:20:02 +0000",https://finance.yahoo.com/markets/stocks/articles/jpmorgan-diversified-return-u-equity-102002190.html?.tsrc=rss
JPM,"JPMorgan Chase (JPM) Puts Housing First, But Is The Valuation Case Already Priced In?","Tue, 04 Aug 2026 21:11:47 +0000",https://finance.yahoo.com/markets/stocks/articles/jpmorgan-chase-jpm-puts-housing-211147115.html?.tsrc=rss
JPM,"JPMorgan Says Bet NVDA, AMD, but Morgan Stanley Backs MSFT, GOOGL: What Is the Best AI Trade?","Tue, 04 Aug 2026 20:36:20 +0000",https://www.benzinga.com/markets/prediction-markets/26/08/60932483/jpmorgan-says-bet-nvda-amd-but-morgan-stanley-backs-msft-googl-what-is-the-best-ai-trade?utm_source=yahooFinance&utm_campaign=partner_feed&utm_medium=referral&.tsrc=rss
JPM,Sector Update: Financial Stocks Rise Late Afternoon,"Tue, 04 Aug 2026 19:51:28 +0000",https://finance.yahoo.com/markets/stocks/articles/sector-financial-stocks-rise-afternoon-195128226.html?.tsrc=rss
JPM,Sector Update: Financial Stocks Advance Tuesday Afternoon,"Tue, 04 Aug 2026 17:51:56 +0000",https://finance.yahoo.com/markets/stocks/articles/sector-financial-stocks-advance-tuesday-175156550.html?.tsrc=rss
JPM,"16 Investment Must Reads for This Week (Aug. 4, 2026)","Tue, 04 Aug 2026 15:30:19 +0000",https://www.wealthmanagement.com/etfs/16-investment-must-reads-for-this-week-aug-4-2026-?.tsrc=rss
JPM,Goldman's AI Strategy: Transforming Operations & Unlocking New Growth,"Tue, 04 Aug 2026 14:59:00 +0000",https://finance.yahoo.com/technology/ai/articles/goldmans-ai-strategy-transforming-operations-145900408.html?.tsrc=rss
JPM,Bond Dealers Expect US Will Avoid Signaling Auction Increases,"Tue, 04 Aug 2026 13:58:23 +0000",https://finance.yahoo.com/economy/policy/articles/bond-dealers-expect-us-avoid-135823089.html?.tsrc=rss
JPM,Important Notice of Dividend Announcement to shareholder of Xtrackers II,"Tue, 04 Aug 2026 13:36:00 +0000",https://finance.yahoo.com/markets/stocks/articles/important-notice-dividend-announcement-shareholder-133600359.html?.tsrc=rss
JPM,Chase Bank is closing another wave of branches this summer: See a list of shuttered locations in several states,"Tue, 04 Aug 2026 12:48:00 +0000",https://www.fastcompany.com/91584343/chase-bank-closing-branches-2026-full-list-shuttered-locations?.tsrc=rss
